title,roaster,score,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,coffee_name,coffee_review_url,coffee_brand_url,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Price per once
Finca Santa Isabel,El Gran Cafe,90,"Antigua, Guatemala","Cobán, Alta Verapaz Department, Guatemala",Light,63/80,$13.00/12 ounces,December 2021,8.0,8.0,8,8,8.0,,Finca Santa Isabel,https://www.coffeereview.com/review/finca-santa-isabel-3/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca Santa Isabel,El Gran Cafe,90,"Antigua, Guatemala","Cobán, Alta Verapaz Department, Guatemala",Light,63/80,$13.00/12 ounces,December 2021,8.0,8.0,8,8,8.0,,Finca Santa Isabel,https://www.coffeereview.com/review/finca-santa-isabel-2/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Proyecto Aurora,El Gran Cafe,92,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,56/68,$10.00/12 ounces,December 2021,9.0,8.0,8,9,8.0,,Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-3/,https://elgran.cafe/,0,0,1,0,0,0,$10.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Proyecto Aurora,El Gran Cafe,92,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,56/68,$10.00/12 ounces,December 2021,9.0,8.0,8,9,8.0,,Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-2/,https://elgran.cafe/,0,0,1,0,0,0,$10.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Proyecto Aurora,El Gran Cafe,92,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,56/68,$10.00/12 ounces,December 2021,9.0,8.0,8,9,8.0,,Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora/,https://elgran.cafe/,0,0,1,0,0,0,$10.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Las Moritas Yellow Caturra,El Gran Cafe,87,"Antigua, Guatemala","El Progresso Department, Guatemala",Light,58/84,$13.00/12 ounces,December 2021,8.0,7.0,7,8,7.0,,Las Moritas Yellow Caturra,https://www.coffeereview.com/review/las-moritas-yellow-caturra/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
El Pintado Classico,El Gran Cafe,87,"Antigua, Guatemala","Antigua, Guatemala",Light,65/79,$16.50/12 ounces,December 2021,8.0,7.0,7,8,7.0,,El Pintado Classico,https://www.coffeereview.com/review/el-pintado-classico/,https://elgran.cafe/,0,0,1,0,0,0,$16.50/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,88,"Antigua, Guatemala","Antigua, Guatemala",Medium,48/56,$5.00/12 ounces,December 2021,8.0,7.0,8,8,7.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-5/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,88,"Antigua, Guatemala","Antigua, Guatemala",Medium,48/56,$5.00/12 ounces,December 2021,8.0,7.0,8,8,7.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-4/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,88,"Antigua, Guatemala","Antigua, Guatemala",Medium,48/56,$5.00/12 ounces,December 2021,8.0,7.0,8,8,7.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-3/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,88,"Antigua, Guatemala","Antigua, Guatemala",Medium,48/56,$5.00/12 ounces,December 2021,8.0,7.0,8,8,7.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-2/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Esperanza Villa Sarchi,El Gran Cafe,90,"Antigua, Guatemala","Antigua, Guatemala",Light,66/84,$16.50/12 ounces,December 2021,8.0,8.0,8,8,8.0,,Esperanza Villa Sarchi,https://www.coffeereview.com/review/esperanza-villa-sarchi-2/,https://elgran.cafe/,0,0,1,0,0,0,$16.50/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Esperanza Villa Sarchi,El Gran Cafe,90,"Antigua, Guatemala","Antigua, Guatemala",Light,66/84,$16.50/12 ounces,December 2021,8.0,8.0,8,8,8.0,,Esperanza Villa Sarchi,https://www.coffeereview.com/review/esperanza-villa-sarchi/,https://elgran.cafe/,0,0,1,0,0,0,$16.50/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Esperanza Bourbon,El Gran Cafe,92,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,59/76,$16.50/12 ounces,December 2021,8.0,9.0,8,9,8.0,,Esperanza Bourbon,https://www.coffeereview.com/review/esperanza-bourbon/,https://elgran.cafe/,0,0,1,0,0,0,$16.50/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca San Carlos,El Gran Cafe,88,"Antigua, Guatemala","Antigua, Guatemala",Light,63/83,$13.00/12 ounces,December 2021,8.0,7.0,7,8,7.0,,Finca San Carlos,https://www.coffeereview.com/review/finca-san-carlos-3/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca San Carlos,El Gran Cafe,88,"Antigua, Guatemala","Antigua, Guatemala",Light,63/83,$13.00/12 ounces,December 2021,8.0,7.0,7,8,7.0,,Finca San Carlos,https://www.coffeereview.com/review/finca-san-carlos-2/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Costa Rica Volcan Azul San Isidro Red Honey,PT’s Coffee Roasting Co.,95,"Topeka, Kansas","Poás Volcano region, Alajuela Province, Costa Rica",Medium-Light,58/76,$22.00/12 ounces,December 2021,9.0,9.0,9,9,9.0,,Costa Rica Volcan Azul San Isidro Red Honey,https://www.coffeereview.com/review/costa-rica-volcan-azul-san-isidro-red-honey/,https://www.ptscoffee.com,0,0,1,0,0,0,$22.00/12 ounces,39.049011,-95.677556,4.2,0.0,25.4,9.0,
Panama Abu Geisha Lot 6,Willoughby's Coffee & Tea,95,Branford Connecticut,"Cañas Verdes, Boquete growing region, Panama",Medium-Light,58/80,$75.00/12 ounces,December 2021,9.0,9.0,9,9,9.0,,Panama Abu Geisha Lot 6,https://www.coffeereview.com/review/panama-abu-geisha-lot-6/,https://www.willoughbyscoffee.com/,0,0,1,0,0,0,$75.00/12 ounces,41.2795414,-72.8150989,8.9,9.6,22.0,0.0,
Philippines Sitio Belis,Paradise Roasters,93,"Minneapolis, Minnesota","Benguet, Philippines",Medium-Light,60/78,$20.00/6 ounces,November 2021,9.0,9.0,8,9,8.0,,Philippines Sitio Belis,https://www.coffeereview.com/review/philippines-sitio-belis/,https://paradiseroasters.com/,0,0,0,0,0,0,$20.00/6 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,
Ethiopia Bedessa,Jaunt Coffee Roasters,92,"San Diego, California","Guji Zone, southern Ethiopia",Medium-Light,60/76,$25.00/12 ounces,November 2021,9.0,9.0,8,9,7.0,,Ethiopia Bedessa,https://www.coffeereview.com/review/ethiopia-bedessa/,https://jauntcoffee.com/,1,0,0,0,0,0,$25.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/78,$89.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Kona Mocca®,https://www.coffeereview.com/review/kona-mocca-6/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$89.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/78,$89.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Kona Mocca®,https://www.coffeereview.com/review/kona-mocca-5/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$89.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/78,$89.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Kona Mocca®,https://www.coffeereview.com/review/kona-mocca-4/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$89.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/78,$89.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Kona Mocca®,https://www.coffeereview.com/review/kona-mocca-3/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$89.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$49.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Karen J Kona Red Bourbon,https://www.coffeereview.com/review/karen-j-kona-red-bourbon-5/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$49.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$49.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Karen J Kona Red Bourbon,https://www.coffeereview.com/review/karen-j-kona-red-bourbon-4/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$49.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$49.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Karen J Kona Red Bourbon,https://www.coffeereview.com/review/karen-j-kona-red-bourbon-2/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$49.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Kenya Gachatha Nyeri,Temple Coffee Roasters,93,"Sacramento, California","Nyeri growing region, south-central Kenya",Medium-Light,58/76,$23.50/12 ounces,November 2021,9.0,8.0,9,9,8.0,,Kenya Gachatha Nyeri,https://www.coffeereview.com/review/kenya-gachatha-nyeri/,https://www.templecoffee.com,1,0,0,0,0,0,$23.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,
Ethiopia Gora Kone Sidamo,Temple Coffee Roasters,92,"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/79,$20.00/12 ounces,November 2021,9.0,8.0,8,9,8.0,,Ethiopia Gora Kone Sidamo,https://www.coffeereview.com/review/ethiopia-gora-kone-sidamo-2/,https://www.templecoffee.com,1,0,0,0,0,0,$20.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,
Holiday Coffee,Hula Daddy Kona Coffee,96,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/80,$49.95/8 ounces,November 2021,9.0,9.0,9,10,9.0,,Holiday Coffee,https://www.coffeereview.com/review/holiday-blend-28/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$49.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Holiday Coffee,Hula Daddy Kona Coffee,96,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/80,$49.95/8 ounces,November 2021,9.0,9.0,9,10,9.0,,Holiday Coffee,https://www.coffeereview.com/review/holiday-coffee-2/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$49.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Holiday Coffee,Hula Daddy Kona Coffee,96,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/80,$49.95/8 ounces,November 2021,9.0,9.0,9,10,9.0,,Holiday Coffee,https://www.coffeereview.com/review/holiday-coffee/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$49.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Mama Cata Mokkita,Paradise Roasters,97,"Minneapolis, Minnesota","Boquete growing region, western Panama",Medium-Light,57/79,$150.00/4 ounces,November 2021,10.0,9.0,9,10,9.0,,Mama Cata Mokkita,https://www.coffeereview.com/review/mama-cata-mokkita-2/,https://paradiseroasters.com/,0,0,1,0,0,0,$150.00/4 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,
Laura’s Reserve SL34,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,60/78,$62.95/8 ounces,November 2021,9.0,9.0,9,10,9.0,,Laura’s Reserve SL34,https://www.coffeereview.com/review/lauras-reserve-sl34-4/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$62.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Laura’s Reserve SL34,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,60/78,$62.95/8 ounces,November 2021,9.0,9.0,9,10,9.0,,Laura’s Reserve SL34,https://www.coffeereview.com/review/lauras-reserve-sl34-3/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$62.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Laura’s Reserve SL34,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,60/78,$62.95/8 ounces,November 2021,9.0,9.0,9,10,9.0,,Laura’s Reserve SL34,https://www.coffeereview.com/review/lauras-reserve-sl34-2/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$62.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Laura’s Reserve SL34,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,60/78,$62.95/8 ounces,November 2021,9.0,9.0,9,10,9.0,,Laura’s Reserve SL34,https://www.coffeereview.com/review/lauras-reserve-sl34/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$62.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Puna Arakawa Estate Lactic Natural,Paradise Roasters,95,"Minneapolis, Minnesota","Kurtistown, Puna, “Big Island” of Hawai’i",Medium-Light,60/78,$30.00/4 ounces,November 2021,9.0,9.0,9,9,9.0,,Puna Arakawa Estate Lactic Natural,https://www.coffeereview.com/review/puna-arakawa-estate-lactic-natural/,https://paradiseroasters.com/,0,0,0,1,0,0,$30.00/4 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,
100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,95,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$62.95/8 ounces,November 2021,9.0,9.0,9,9,9.0,,100% Kona Bourbon Pointu Laurina,https://www.coffeereview.com/review/100-kona-bourbon-pointu-laurina-6/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$62.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Colombia Planadas Tolima,Jaunt Coffee Roasters,93,"San Diego, California","Tolima Department, Colombia",Light,63/83,$23.00/12 ounces,November 2021,9.0,8.0,9,9,8.0,,Colombia Planadas Tolima,https://www.coffeereview.com/review/colombia-planadas-tolima-2/,https://jauntcoffee.com/,0,0,0,0,0,0,$23.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
Colombia Planadas Tolima,Jaunt Coffee Roasters,93,"San Diego, California","Tolima Department, Colombia",Light,63/83,$23.00/12 ounces,November 2021,9.0,8.0,9,9,8.0,,Colombia Planadas Tolima,https://www.coffeereview.com/review/colombia-planadas-tolima/,https://jauntcoffee.com/,0,0,0,0,0,0,$23.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
Colombia Java El Eden,Durango Coffee Company,94,"Durango, Colorado","Tolima Department, Colombia",Medium-Light,58/78,$19.95/12 ounces,November 2021,9.0,9.0,9,9,8.0,,Colombia Java El Eden,https://www.coffeereview.com/review/colombia-java-el-eden/,https://www.durangocoffee.com/,0,0,0,0,0,0,$19.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,
Ethiopia Buno Dambi Uddo,Jaunt Coffee Roasters,94,"San Diego, California","Odo Shakiso District, Western Guji, Ethiopia",Light,65/83,$25.00/12 ounces,November 2021,9.0,9.0,9,9,8.0,,Ethiopia Buno Dambi Uddo,https://www.coffeereview.com/review/ethiopia-buno-dambi-uddo/,https://jauntcoffee.com/,1,0,0,0,0,0,$25.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
Ethiopia Durato Bombe Natural,Oceana Coffee,94,"Tequesta, Florida","Bombe mountains, Sidama Region, southern Ethiopia",Light,64/80,$22.00/12 ounces,November 2021,9.0,9.0,9,9,8.0,,Ethiopia Durato Bombe Natural,https://www.coffeereview.com/review/ethiopia-durato-bombe-natural/,https://oceanacoffee.com/,1,0,0,0,0,0,$22.00/12 ounces,26.96093665,-80.08920503427859,22.8,0.6,27.6,0.9,
SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,SOT Coffee Roaster,96,"Osaka, Japan","San Augustín, Huila Department, Colombia",Light,76/92,¥1680/100 grams,November 2021,10.0,9.0,9,10,8.0,,SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,https://www.coffeereview.com/review/sot-coffee-roaster-colombia-wush-wush-dynamic-natural/,https://www.sotcoffee.com/,0,0,0,0,0,0,,34.6937569,135.5014539,5.8,0.0,24.2,5.7,
Guatemala Santa Felisa Wild Yeast Natural Gesha,Kakalove Cafe,96,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Light,62/88,NT $375/4 ounces,November 2021,9.0,9.0,9,10,9.0,,Guatemala Santa Felisa Wild Yeast Natural Gesha,https://www.coffeereview.com/review/guatemala-santa-felisa-wild-yeast-natural-gesha/,http://www.kakalovecafe.com.tw/,0,0,1,0,0,0,$11.25/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
Colombia Granja La Esperanza Las Margaritas Gesha Honey,PT's Coffee Roasting Co.,95,"Topeka, Kansas","Caicedonia, Valle del Cauca Department, Colombia",Light,62/80,$60.00/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Colombia Granja La Esperanza Las Margaritas Gesha Honey,https://www.coffeereview.com/review/colombia-granja-la-esperanza-las-margaritas-gesha-honey/,https://www.ptscoffee.com,0,0,0,0,0,0,$60.00/8 ounces,39.049011,-95.677556,4.2,0.0,25.4,9.0,
Colombia La Palma Y El Tucán Gesha Natural,Equator Coffees,94,"San Rafael, California","Cundinamarca Department, central Colombia",Medium-Light,56/72,$40.00/4 ounces,November 2021,9.0,9.0,9,9,8.0,,Colombia La Palma Y El Tucán Gesha Natural,https://www.coffeereview.com/review/colombia-la-palma-y-el-tucan-gesha-natural/,https://www.equatorcoffees.com/,0,0,0,0,0,0,$40.00/4 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,
Peru Yanesha Geisha Washed Anaerobic,GK Coffee,94,"Yilan, Taiwan","Pasco Department, Villa Rica, Peru",Medium-Light,59/77,NT $800/100 grams,November 2021,9.0,9.0,9,9,8.0,,Peru Yanesha Geisha Washed Anaerobic,https://www.coffeereview.com/review/peru-yanesha-geisha-washed-anaerobic/,https://www.gkcoffee.com.tw,0,0,0,0,0,0,$24.00/100 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Costa Rica La Rejolla Washed Geisha,Willoughby's Coffee & Tea,94,"Branford, Connecticut","Lourdes de Naranjo, West Valley, Costa Rica",Medium-Light,58/80,$49.99/16 ounces,November 2021,9.0,9.0,9,9,8.0,,Costa Rica La Rejolla Washed Geisha,https://www.coffeereview.com/review/costa-rica-la-rejolla-washed-geisha/,https://www.willoughbyscoffee.com/,0,0,1,0,0,0,$49.99/16 ounces,41.2795414,-72.8150989,8.9,9.6,22.0,0.0,
Bekele Heto Natural Ethiopia,JBC Coffee Roasters,95,"Madison, Wisconsin","Worka-Sakaro, Gedeb District, Gedeo Zone",Medium-Light,58/80,$19.00/12 ounces,November 2021,9.0,9.0,9,9,9.0,,Bekele Heto Natural Ethiopia,https://www.coffeereview.com/review/bekele-heto-natural-ethiopia/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,0,0,$19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Ethiopia Guji Mormora Organic Natural,RamsHead Coffee Roasters,94,"Bozeman, Montana","Guji Zone, southern Ethiopia",Light,62/80,$18.95/12 ounces,November 2021,9.0,9.0,9,9,8.0,,Ethiopia Guji Mormora Organic Natural,https://www.coffeereview.com/review/ethiopia-guji-mormora-organic-natural/,https://bit.ly/2P8dTQf,1,0,0,0,0,0,$18.95/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,
Chelbesa Ethiopia,JBC Coffee Roasters,95,"Madison, Wisconsin","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,58/78,$18.00/8 ounces,November 2021,9.0,9.0,9,9,9.0,,Chelbesa Ethiopia,https://www.coffeereview.com/review/chelbesa-ethiopia/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$18.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Colombia La Riviera Sudan Rume,RamsHead Coffee Roasters,94,"Bozeman, Montana","Risaralda, Caldas Department, Colombia",Medium-Light,58/76,$11.99/4 ounces,November 2021,9.0,9.0,9,9,8.0,,Colombia La Riviera Sudan Rume,https://www.coffeereview.com/review/colombia-la-riviera-sudan-rume/,https://bit.ly/2P8dTQf,0,0,0,0,0,0,$11.99/4 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,
Alaka Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin","Hambela Wamena, Guji Zone, Oromia, Ethiopia",Medium-Light,62/78,$18.00/12 ounces,November 2021,9.0,9.0,9,9,8.0,,Alaka Ethiopia,https://www.coffeereview.com/review/alaka-ethiopia/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Kona Liberica Champagne Natural,Paradise Roasters,93,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,60/76,$50.00/4 ounces,November 2021,9.0,8.0,9,9,8.0,,Kona Liberica Champagne Natural,https://www.coffeereview.com/review/liberica/,https://paradiseroasters.com/,0,0,0,1,0,0,$50.00/4 ounces,44.9772995,-93.2654692,-1.9,0.0,24.1,0.0,
El Triunfo Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin","Sierra Madre, Chiapas, Mexico",Medium-Light,56/78,$16.00/12 ounces,November 2021,9.0,9.0,8,9,8.0,,El Triunfo Mexico,https://www.coffeereview.com/review/el-triunfo-mexico-2/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,1,0,0,0,$16.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
El Triunfo Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin","Sierra Madre, Chiapas, Mexico",Medium-Light,56/78,$16.00/12 ounces,November 2021,9.0,9.0,8,9,8.0,,El Triunfo Mexico,https://www.coffeereview.com/review/el-triunfo-mexico/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,1,0,0,0,$16.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Out of Africa Blend,RamsHead Coffee Roasters,92,"Bozeman, Montana",Kenya; Ethiopia,Medium-Light,58/78,$17.95/12 ounces,November 2021,9.0,8.0,8,9,8.0,,Out of Africa Blend,https://www.coffeereview.com/review/out-of-africa-blend/,https://bit.ly/2P8dTQf,1,0,0,0,0,1,$17.95/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,
Ethiopia Natural Guji Hambela SASA Lot 10,Kakalove Cafe,93,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,62/80,NT $325/8 ounces,October 2021,9.0,8.0,9,9,8.0,,Ethiopia Natural Guji Hambela SASA Lot 10,https://www.coffeereview.com/review/ethiopia-natural-guji-hambela-sasa-lot-10/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$9.75/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,Kakalove Cafe,94,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,60/76,NT $600/8 ounces,October 2021,9.0,9.0,9,9,8.0,,Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,https://www.coffeereview.com/review/acatenango-santa-felisa-wild-yeast-natural-sudan-rume-full-moon-lot-4/,http://www.kakalovecafe.com.tw/,0,0,1,0,0,0,$18.00/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
Guatemala Finca El General Slow Dry 6,Kakalove Cafe,94,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,58/78,NT $375/8 ounces,October 2021,9.0,9.0,9,9,8.0,,Guatemala Finca El General Slow Dry 6,https://www.coffeereview.com/review/guatemala-finca-el-general-slow-dry-6/,http://www.kakalovecafe.com.tw/,0,0,1,0,0,0,$11.25/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
Ethiopia Yirgacheffe Washed Banko Gotiti 3,Kakalove Cafe,94,"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/80,NT $275/8 ounces,October 2021,9.0,9.0,9,9,8.0,,Ethiopia Yirgacheffe Washed Banko Gotiti 3,https://www.coffeereview.com/review/ethiopia-yirgacheffe-washed-banko-gotiti-3/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$8.25/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
